0;1
0,001;86304155064,9844
0,002;171799767804,568
0,003;256494413065,826
0,004;340395594729,729
0,005;423510746376,973
0,006;505847231946,599
0,007;587412346388,424
0,008;668213316309,375
0,009;748257300613,754
0,01;827551391137,517
0,011;906102613276,602
0,012;983917926609,375
0,013;1061004225513,24
0,014;1137368339775,49
0,015;1213017035198,39
0,016;1287957014198,66
0,017;1362194916401,28
0,018;1435737319227,76
0,019;1508590738478,88
0,02;1580761628912,04
0,021;1652256384813,06
0,022;1723081340562,8
0,023;1793242771198,3
0,024;1862746892968,81
0,025;1931599863886,5
0,026;1999807784272,08
0,027;2067376697295,26
0,028;2134312589510,2
0,029;2200621391385,9
0,03;2266308977831,62
0,031;2331381168717,41
0,032;2395843729389,77
0,033;2459702371182,39
0,034;2522962751922,22
0,035;2585630476430,75
0,036;2647711097020,57
0,037;2709210113987,32
0,038;2770132976096,97
0,039;2830485081068,66
0,04;2890271776052,84
0,041;2949498358105,09
0,042;3008170074655,4
0,043;3066292123973,11
0,044;3123869655627,45
0,045;3180907770943,81
0,046;3237411523455,71
0,047;3293385919352,5
0,048;3348835917922,98
0,049;3403766431994,73
0,05;3458182328369,39
0,051;3512088428253,87
0,052;3565489507687,51
0,053;3618390297965,21
0,054;3670795486056,64
0,055;3722709715021,5
0,056;3774137584420,87
0,057;3825083650724,75
0,058;3875552427715,76
0,059;3925548386889,04
0,06;3975075957848,45
0,061;4024139528698,99
0,062;4072743446435,61
0,063;4120892017328,36
0,064;4168589507303,88
0,065;4215840142323,42
0,066;4262648108757,19
0,067;4309017553755,31
0,068;4354952585615,24
0,069;4400457274145,77
0,07;4445535651027,59
0,071;4490191710170,52
0,0720000000000001;4534429408067,32
0,0730000000000001;4578252664144,29
0,0740000000000001;4621665361108,49
0,0750000000000001;4664671345291,76
0,0760000000000001;4707274426991,5
0,0770000000000001;4749478380808,24
0,0780000000000001;4791286945980,11
0,0790000000000001;4832703826714,09
0,0800000000000001;4873732692514,21
0,0810000000000001;4914377178506,7
0,0820000000000001;4954640885762,02
0,0830000000000001;4994527381613,9
0,0840000000000001;5034040199975,47
0,0850000000000001;5073182841652,29
0,0860000000000001;5111958774652,55
0,0870000000000001;5150371434494,35
0,0880000000000001;5188424224510,04
0,0890000000000001;5226120516147,8
0,0900000000000001;5263463649270,32
0,0910000000000001;5300456932450,69
0,0920000000000001;5337103643265,61
0,0930000000000001;5373407028585,68
0,0940000000000001;5409370304863,16
0,0950000000000001;5444996658416,9
0,0960000000000001;5480289245714,65
0,0970000000000001;5515251193652,72
0,0980000000000001;5549885599833,03
0,0990000000000001;5584195532837,56
0,1;5618184032500,19
0,101;5651854110176,07
0,102;5685208749008,4
0,103;5718250904192,75
0,104;5750983503238,85
0,105;5783409446230,01
0,106;5815531606080,06
0,107;5847352828787,85
0,108;5878875933689,44
0,109;5910103713707,88
0,11;5941038935600,66
0,111;5971684340204,85
0,112;6002042642679,91
0,113;6032116532748,3
0,114;6061908674933,74
0,115;6091421708797,28
0,116;6120658249171,24
0,117;6149620886390,77
0,118;6178312186523,46
0,119;6206734691596,59
0,12;6234890919822,46
0,121;6262783365821,39
0,122;6290414500842,83
0,123;6317786772984,27
0,124;6344902607408,14
0,125;6371764406556,69
0,126;6398374550364,83
0,127;6424735396471,01
0,128;6450849280426,08
0,129;6476718515900,25
0,13;6502345394888,05
0,131;6527732187911,4
0,132;6552881144220,8
0,133;6577794491994,61
0,134;6602474438536,43
0,135;6626923170470,7
0,136;6651142853936,42
0,137;6675135634779,08
0,138;6698903638740,75
0,139;6722448971648,45
0,14;6745773719600,73
0,141;6768879949152,46
0,142;6791769707497,95
0,143;6814445022652,33
0,144;6836907903631,23
0,145;6859160340628,78
0,146;6881204305193,91
0,147;6903041750405,08
0,148;6924674611043,27
0,149;6946104803763,43
0,15;6967334227264,29
0,151;6988364762456,58
0,152;7009198272629,69
0,153;7029836603616,71
0,154;7050281583958,03
0,155;7070535025063,32
0,156;7090598721372,01
0,157;7110474450512,29
0,158;7130163973458,6
0,159;7149669034687,65
0,16;7168991362333
0,161;7188132668338,12
0,162;7207094648608,15
0,163;7225878983160,05
0,164;7244487336271,56
0,165;7262921356628,55
0,166;7281182677471,17
0,167;7299272916738,53
0,168;7317193677212,01
0,169;7334946546657,33
0,17;7352533097965,19
0,171;7369954889290,6
0,172;7387213464191
0,173;7404310351762,96
0,174;7421247066777,67
0,175;7438025109815,17
0,176;7454645967397,27
0,177;7471111112119,28
0,178;7487422002780,46
0,179;7503580084513,27
0,18;7519586788911,45
0,181;7535443534156,78
0,182;7551151725144,81
0,183;7566712753609,27
0,184;7582127998245,41
0,185;7597398824832,16
0,186;7612526586353,09
0,187;7627512623116,35
0,188;7642358262873,35
0,189;7657064820936,46
0,19;7671633600295,5
0,191;7686065891733,22
0,192;7700362973939,62
0,193;7714526113625,28
0,194;7728556565633,58
0,195;7742455573051,86
0,196;7756224367321,58
0,197;7769864168347,41
0,198;7783376184605,31
0,199;7796761613249,63
